donor_name_e,recipient_name_e,Total bilateral allocable aid,Aid focused on policy objective - volume,Aid focused on policy objective* - share,marker
EU Institutions,Tanzania,197.43232866,19.026799961,9.6%,desertification
EU Institutions,Togo,49.33722606,18.63528814,44.2%,desertification
Germany,Jordan,784.61202009,16.637884156,2.1%,desertification
Germany,Cameroon,96.81306458,16.045103042,16.6%,desertification
Sweden,Mali,45.25781287,15.270712608,33.8%,desertification
Switzerland,Chad,29.27828207,14.611577489,49.9%,desertification
Italy,Mozambique,32.59896449,14.173727993,50.2%,desertification
Australia,Afghanistan,51.39378030,13.585100614,26.5%,desertification
United Kingdom,Pakistan,86.16470639,12.609706563,16.3%,desertification
Korea,Ethiopia,106.66592234,10.686609113,10.7%,desertification
Italy,Senegal,21.34855641,10.507373261,55.2%,desertification
Italy,Afghanistan,65.43099539,10.030915687,20.7%,desertification
Korea,Viet Nam,98.68062351,9.885947202,12.3%,desertification
Belgium,Mali,18.75546961,9.179641586,53.5%,desertification
Australia,Bangladesh,95.12178857,8.923540398,9.7%,desertification
Ireland,Ethiopia,48.98558584,8.299208866,17.2%,desertification
Switzerland,Burkina Faso,26.35051345,7.471010391,28.4%,desertification
Italy,West Bank and Gaza Strip,30.51318368,7.409335604,28.6%,desertification
Sweden,Burkina Faso,20.03458128,6.783511892,34%,desertification
Norway,Ethiopia,81.35360948,6.729573709,8.3%,desertification
Australia,Myanmar,73.08189518,5.657508508,7.8%,desertification
Korea,Indonesia,205.21631566,5.608560394,2.9%,desertification
Italy,Mali,13.01507648,5.523837294,44.9%,desertification
Korea,Uganda,37.89708061,5.444303186,17.1%,desertification
Denmark,Kenya,155.47042030,5.327036968,3.4%,desertification
Italy,Somalia,28.42798817,5.212658323,20.7%,desertification
Italy,Ethiopia,41.56982363,5.20891658,15.4%,desertification
Switzerland,Kenya,7.57382326,4.845329817,64%,desertification
Luxembourg,Burkina Faso,32.51691257,4.811520293,26.5%,desertification
Ireland,Malawi,23.69693232,4.695116028,20.4%,desertification
United Kingdom,Afghanistan,64.65673830,4.69278125,7.4%,desertification
Italy,Lebanon,28.57790259,4.689056587,23%,desertification
Belgium,West Bank and Gaza Strip,68.37202909,4.589684168,18.6%,desertification
Sweden,Somalia,85.13300602,4.2135687,4.9%,desertification
Austria,Mozambique,19.80055587,4.167862158,21%,desertification
Korea,Democratic Republic of the Congo,19.93904581,4.083227389,21%,desertification
Australia,Papua New Guinea,526.96482511,3.991513907,0.8%,desertification
United Kingdom,Zimbabwe,50.29384312,3.926305631,8.6%,desertification
Belgium,Niger,40.70575994,3.905096082,27.5%,desertification
Luxembourg,Mali,23.29680834,3.840721065,34.4%,desertification
Belgium,Tanzania,11.37582495,3.76673465,35.2%,desertification
Belgium,Mozambique,22.36162183,3.651495425,26.1%,desertification
Korea,Fiji,7.44384342,3.629535457,50%,desertification
Korea,Myanmar,73.00162159,3.329976285,5.2%,desertification
Switzerland,Niger,40.71587124,3.291255227,8.1%,desertification
Korea,Guatemala,52.27503106,3.28394744,6.3%,desertification
Netherlands,Jordan,22.58495122,3.227223952,14.3%,desertification
Spain,Senegal,21.71783326,3.206832524,14.8%,desertification
Korea,Ghana,114.28873095,3.154525779,2.8%,desertification
Spain,Honduras,15.94848579,3.010120291,18.9%,desertification
Canada,Bolivia,12.73606422,3.004281954,24.3%,desertification
Australia,Indonesia,275.95728307,2.975466451,1.1%,desertification
Canada,Mali,132.34671924,2.840629675,2.1%,desertification
Sweden,Sudan,32.57645297,2.724345905,9.1%,desertification
Austria,Armenia,4.36889640,2.671693565,61.2%,desertification
Belgium,Burkina Faso,35.19735616,2.573547472,10.2%,desertification
Canada,Burkina Faso,59.60568276,2.553469004,4.4%,desertification
Belgium,Peru,8.82766252,2.403961363,29.4%,desertification
Denmark,Lebanon,34.06826294,2.3848395,7%,desertification
Belgium,Senegal,14.79201849,2.328527961,17.5%,desertification
Canada,Niger,17.77454564,2.275216276,12.8%,desertification
Belgium,Morocco,10.42041290,2.229344406,22.4%,desertification
Australia,Timor-Leste,93.01925105,2.215878557,2.5%,desertification
Norway,Somalia,71.39891443,2.156499631,3%,desertification
Italy,Bosnia and Herzegovina,5.91789719,2.125975283,37.6%,desertification
Japan,Myanmar,838.77816730,2.105496229,0.3%,desertification
Austria,Ethiopia,14.21303371,2.081427575,14.6%,desertification
Canada,Philippines,10.88683275,2.037488682,18.7%,desertification
Switzerland,Bolivia,19.20201471,2.005803855,10.4%,desertification
Italy,Iraq,13.75830123,1.99097741,15.9%,desertification
Switzerland,Nicaragua,17.86918099,1.980579351,11.1%,desertification
Australia,Philippines,62.09188395,1.948827448,3.2%,desertification
Belgium,Ecuador,8.27253771,1.946904227,24.6%,desertification
United Kingdom,South Africa,82.55325512,1.84122622,2.4%,desertification
United Kingdom,India,55.23110170,1.829728313,4.2%,desertification
Spain,Mali,13.70955219,1.802982565,13.2%,desertification
Denmark,Uganda,35.73013359,1.724228263,4.8%,desertification
Switzerland,Ethiopia,19.07778855,1.703622461,8.9%,desertification
Sweden,Uganda,34.90400313,1.68542748,4.8%,desertification
Spain,Mozambique,13.02238623,1.656656962,12.7%,desertification
Australia,Fiji,92.84685175,1.648222572,1.9%,desertification
Denmark,Somalia,37.35646324,1.638294916,4.4%,desertification
Denmark,Niger,15.54244670,1.622976858,10.4%,desertification
Sweden,Tanzania,79.72342350,1.573065648,2%,desertification
Sweden,Moldova,15.94424410,1.547675191,9.8%,desertification
Austria,Egypt,1.59558388,1.513317729,94.8%,desertification
Ireland,Chad,2.81333218,1.479341465,52.6%,desertification
Spain,Ecuador,30.45204423,1.472710521,4.8%,desertification
Spain,El Salvador,27.73804093,1.468945025,5.3%,desertification
Australia,Lao People's Democratic Republic,32.38222819,1.440857002,4.4%,desertification
Ireland,Uganda,28.19600658,1.40473321,8.2%,desertification
Australia,Viet Nam,71.74699175,1.360268583,1.9%,desertification
Spain,Mauritania,12.06223173,1.357560378,11.3%,desertification
Spain,Bolivia,31.82027944,1.338358125,4.2%,desertification
Spain,Guatemala,31.83201835,1.337637398,4.2%,desertification
Canada,Democratic Republic of the Congo,76.65333130,1.331108893,1.7%,desertification
Canada,South Sudan,97.05478364,1.330461151,1.4%,desertification
Spain,Nicaragua,22.58888010,1.239527373,5.5%,desertification
Canada,Sudan,40.42900173,1.21539287,3%,desertification
Canada,Ethiopia,69.13462996,1.193062817,1.7%,desertification
Canada,Peru,10.38966822,1.118236013,10.8%,desertification
Austria,Georgia,3.90136954,1.088161305,27.9%,desertification
Japan,Kenya,213.23084298,0.953613575,0.5%,desertification
Japan,Botswana,5.64978780,0.882379813,18.3%,desertification
Ireland,Kenya,10.68887632,0.860952812,9.7%,desertification
Japan,Ethiopia,77.72681312,0.837948751,1.1%,desertification
Ireland,Sudan,7.34177473,0.82865987,11.3%,desertification
Ireland,Sierra Leone,18.52788908,0.826456157,4.5%,desertification
Norway,Jordan,28.36805353,0.806049741,2.8%,desertification
United Kingdom,Tunisia,12.36928800,0.801905692,6.9%,desertification
Czechia,Ethiopia,6.30932785,0.758062734,12%,desertification
Switzerland,Armenia,3.62482001,0.754326751,20.8%,desertification
Ireland,Mozambique,31.70118343,0.747859373,2.7%,desertification
United Kingdom,Peru,5.28060902,0.738535038,21.3%,desertification
Denmark,Ethiopia,71.09921457,0.704466814,1%,desertification
Switzerland,Mongolia,10.10256364,0.685803439,6.8%,desertification
Ireland,Jordan,4.35065332,0.640369424,14.7%,desertification
Japan,Mozambique,32.33588510,0.605342297,2%,desertification
Ireland,Nicaragua,1.43170686,0.594791058,41.5%,desertification
Japan,Mongolia,30.53876029,0.585396764,2.1%,desertification
United Kingdom,Indonesia,15.99910350,0.568949849,4.4%,desertification
United Kingdom,Ghana,36.22987983,0.566427323,1.8%,desertification
Switzerland,Indonesia,23.59010705,0.554907498,2.4%,desertification
Japan,Iran,23.08241952,0.553888891,2.5%,desertification
Japan,Cameroon,12.88002133,0.528164025,4.6%,desertification
Czechia,Zambia,4.00499577,0.436411378,10.9%,desertification
Japan,West Bank and Gaza Strip,68.26245644,0.409923907,0.6%,desertification
Austria,Senegal,1.08466050,0.383886483,35.4%,desertification
Austria,El Salvador,0.69436720,0.37983538,54.7%,desertification
Poland,Kenya,3.41201049,0.351781339,10.3%,desertification
Austria,Nicaragua,1.95260492,0.296030566,15.2%,desertification
Austria,Guatemala,5.95772769,0.259466994,4.4%,desertification
Finland,Nepal,18.22420225,0.244761653,1.3%,desertification
Norway,Mali,36.43370205,0.236741356,0.6%,desertification
Sweden,Bolivia,34.01806895,0.235212529,0.7%,desertification
Sweden,Thailand,0.66452139,0.202411242,30.5%,desertification
Portugal,Cabo Verde,13.49735939,0.197844367,1.5%,desertification
Netherlands,Sudan,9.74877912,0.193633655,2%,desertification
Austria,Tanzania,1.35929981,0.177582371,13.1%,desertification
Finland,Madagascar,0.77262231,0.174109848,22.5%,desertification
Norway,Niger,21.97370666,0.160814097,0.7%,desertification
Portugal,Mozambique,25.15084427,0.148366906,0.6%,desertification
Luxembourg,Senegal,20.27203332,0.134412882,1%,desertification
Poland,Georgia,3.66190780,0.122010613,3.3%,desertification
Sweden,Ethiopia,20.51905504,0.112361832,0.5%,desertification
Czechia,Moldova,6.91437448,0.098520173,1.4%,desertification
Luxembourg,Bolivia,0.79834039,0.095289932,20.9%,desertification
Finland,Gambia,0.19071630,0.092014506,48.2%,desertification
Iceland,Sierra Leone,2.45550274,0.088022039,3.6%,desertification
Norway,Kenya,16.91533507,0.082637062,0.5%,desertification
Netherlands,Egypt,19.31132115,0.079284473,0.4%,desertification
Czechia,West Bank and Gaza Strip,0.98091774,0.075259185,7.7%,desertification
Netherlands,Bangladesh,22.70438499,0.072612757,0.3%,desertification
Portugal,Sao Tome and Principe,14.34961198,0.065752414,0.5%,desertification
Finland,Morocco,0.06515424,0.065154245,100%,desertification
Finland,India,4.10824244,0.064342677,1.6%,desertification
Norway,Democratic Republic of the Congo,46.09412379,0.05534889,0.1%,desertification
Netherlands,Cuba,0.30897270,0.053721966,17.4%,desertification
Luxembourg,India,1.36188111,0.051339016,5%,desertification
Portugal,Angola,11.45757195,0.041591506,0.4%,desertification
Finland,Guinea,0.02978816,0.029788163,100%,desertification
Luxembourg,Madagascar,1.10844669,0.019569917,2.6%,desertification
Poland,Madagascar,0.02890149,0.019497563,67.5%,desertification
Czechia,Mongolia,0.37201661,0.019047112,5.1%,desertification
Portugal,El Salvador,0.08834198,0.0153193,17.3%,desertification
Poland,Serbia,0.79700521,0.013563083,1.7%,desertification
Norway,Zimbabwe,7.25899748,0.012395521,0.2%,desertification
Poland,Senegal,0.43792596,0.011582997,2.6%,desertification
Denmark,Bangladesh,14.93015943,0.010465204,0.1%,desertification
Norway,Cameroon,4.51947276,0.009981968,0.2%,desertification
Slovak Republic,North Macedonia,0.40229796,0.009462,2.4%,desertification
Denmark,Indonesia,7.53221575,0.008846793,0.1%,desertification
Norway,Tanzania,56.02333078,0.008263681,0%,desertification
Luxembourg,Guatemala,0.44101836,0.008033833,2.5%,desertification
Latvia,Uzbekistan,0.27353512,0.006700005,2.4%,desertification
Denmark,Bolivia,0.64901204,0.005106379,0.8%,desertification
Luxembourg,Nicaragua,2.69877889,0.004770838,1.1%,desertification
Denmark,Mozambique,9.36491981,0.003384227,0%,desertification
Finland,Ghana,0.05625687,0.002104065,3.7%,desertification
All DAC members,Afghanistan,3 781.61743791,962.3887306,25.8%,dig
All DAC members,Indonesia,2 905.71649847,933.24891662,34%,dig
All DAC members,Iraq,1 970.03578729,845.48377212,44.8%,dig
All DAC members,Colombia,2 344.19469309,844.4668801,40.4%,dig
All DAC members,Morocco,2 119.36439047,831.49794023,57.3%,dig
All DAC members,Ethiopia,3 101.67140471,734.446922,24.2%,dig
All DAC members,India,5 524.27105582,732.16404548,14.9%,dig
All DAC members,Ukraine,1 881.15402755,713.74983263,55.4%,dig
All DAC members,Tanzania,1 681.19716591,675.70083484,42.8%,dig
All DAC members,Mali,1 273.36529648,650.25124376,54.5%,dig
Germany,India,1 512.38161635,494.94335014,32.7%,dig
Germany,Morocco,798.66856633,410.68779644,51.4%,dig
Germany,Iraq,609.50167676,353.82818156,58.1%,dig
Germany,Indonesia,1 010.92213507,344.4741057,34.1%,dig
Germany,Afghanistan,617.31153756,339.14721855,54.9%,dig
Germany,Ethiopia,492.70681110,324.71666772,65.9%,dig
Germany,Tunisia,550.62374519,312.38602384,56.8%,dig
Germany,Colombia,701.50484011,290.93481119,41.5%,dig
France,Dominican Republic,345.78537909,278.23730169,94.6%,dig
France,Nigeria,345.84925858,273.6321913,97.7%,dig
EU Institutions,Ukraine,848.57377538,262.76367504,92.9%,dig
EU Institutions,Türkiye,1 553.52308153,259.5914391,23.2%,dig
Germany,Jordan,784.61202009,257.09884949,32.8%,dig
United States,Colombia,840.90076329,245.7795763,29.2%,dig
EU Institutions,Morocco,524.49619332,245.48475825,100%,dig
Germany,Georgia,312.79648753,233.97730225,74.9%,dig
France,Brazil,445.05798045,229.11173396,79.6%,dig
EU Institutions,Mozambique,215.93366367,215.91502838,100%,dig
France,Indonesia,350.01731394,201.76667267,86.6%,dig
EU Institutions,Democratic Republic of the Congo,198.88476103,198.88476103,100%,dig
EU Institutions,Tanzania,197.43232866,191.09006201,96.8%,dig
France,Mauritius,201.80605109,188.42278213,97.4%,dig
EU Institutions,Iraq,240.69864961,184.59913074,76.7%,dig
France,Tanzania,265.94403696,182.32859547,97.6%,dig
Australia,Papua New Guinea,526.96482511,178.67336878,34.6%,dig
United States,Ukraine,373.35167184,176.3453623,47.2%,dig
United States,Afghanistan,2 195.88566921,174.54951614,7.9%,dig
France,Egypt,352.90897328,169.08178295,89%,dig
EU Institutions,Serbia,401.39570775,159.46546926,69.9%,dig
EU Institutions,West Bank and Gaza Strip,199.49777585,154.51445806,81.5%,dig
United States,Iraq,585.59263625,152.39644327,26%,dig
France,Mexico,474.99505819,152.33069338,95.9%,dig
France,Philippines,325.24124918,151.20673132,87.2%,dig
France,Georgia,251.39448197,150.26171668,98.3%,dig
EU Institutions,Kosovo,184.74424036,149.9995815,81.2%,dig
United States,Mexico,261.79661253,146.84464927,56.1%,dig
Korea,Indonesia,205.21631566,140.56611579,73.2%,dig
Japan,Viet Nam,303.15882030,135.4054628,45.8%,dig
Japan,Indonesia,717.95595658,104.96895413,14.8%,dig
Japan,Bangladesh,2 315.51722318,104.69226175,4.5%,dig
Japan,India,2 800.66151815,87.27776168,3.1%,dig
Canada,Afghanistan,135.15367147,79.82342532,59.2%,dig
Denmark,Kenya,155.47042030,75.87984869,48.8%,dig
Korea,Tanzania,124.61311546,70.95721781,58.9%,dig
Sweden,Somalia,85.13300602,67.684879,79.5%,dig
United States,Pakistan,220.73287148,64.39449192,29.2%,dig
Canada,Mozambique,92.30342480,62.04514118,67.2%,dig
Norway,Colombia,76.47950114,62.01301968,81.1%,dig
Norway,Brazil,74.43191149,60.537248,81.3%,dig
United States,Guatemala,250.74909279,60.37475682,24.1%,dig
Sweden,Democratic Republic of the Congo,75.99046897,58.26007609,76.7%,dig
United States,Nigeria,1 183.49432881,57.30647267,4.8%,dig
United States,Honduras,201.17655692,56.65691486,28.2%,dig
Korea,Bangladesh,114.67783123,55.8065312,49.1%,dig
Switzerland,Nepal,63.03831206,55.76311062,88.5%,dig
Japan,Afghanistan,136.95741864,55.3401888,41.1%,dig
United States,Myanmar,232.09095220,54.26520856,23.4%,dig
Sweden,Tanzania,79.72342350,51.67834723,64.8%,dig
Netherlands,Mali,74.77155483,51.14975158,68.4%,dig
Netherlands,Ethiopia,102.11489649,51.0074798,50%,dig
Norway,South Sudan,94.06860299,50.77192563,54%,dig
Australia,Fiji,92.84685175,50.11888051,54.3%,dig
Korea,Dominican Republic,51.36893024,48.10584825,94.3%,dig
Switzerland,Benin,50.28288454,47.88514564,95.2%,dig
Canada,Mali,132.34671924,45.55026065,34.6%,dig
Sweden,Syrian Arab Republic,61.42342638,44.50177419,72.5%,dig
Australia,Indonesia,275.95728307,43.05604262,16.6%,dig
Switzerland,Mali,49.90340409,42.37809842,84.9%,dig
Italy,Afghanistan,65.43099539,42.04224628,94.5%,dig
Australia,Solomon Islands,126.81579154,41.72534171,34.6%,dig
Sweden,Mali,45.25781287,41.38422184,91.5%,dig
Switzerland,Bangladesh,58.39173277,40.62641313,69.6%,dig
Switzerland,Tanzania,43.08164769,38.60624864,89.6%,dig
Korea,Angola,38.99775665,38.60065824,99%,dig
Netherlands,Burkina Faso,62.92388465,38.28057912,60.8%,dig
Switzerland,Somalia,43.92377429,36.63017566,83.4%,dig
Norway,Somalia,71.39891443,36.21855215,50.7%,dig
Denmark,Afghanistan,83.70888243,36.18276605,43.2%,dig
Switzerland,Niger,40.71587124,35.70747254,87.7%,dig
Norway,Ethiopia,81.35360948,35.02101162,43%,dig
Canada,South Sudan,97.05478364,34.46716716,35.6%,dig
Switzerland,Tunisia,37.49361892,34.30237212,91.5%,dig
Netherlands,Yemen,58.65458508,34.0471172,58%,dig
Canada,Bangladesh,88.72752441,33.50060641,37.8%,dig
Australia,Vanuatu,78.10746858,32.87520145,42.2%,dig
Norway,Tanzania,56.02333078,32.86541051,58.7%,dig
Norway,Mozambique,66.67590122,32.77266307,49.2%,dig
Canada,Senegal,70.10984850,31.37160267,45.9%,dig
Switzerland,Lao People's Democratic Republic,32.97412704,31.04336868,94.1%,dig
Switzerland,Albania,32.13656950,30.81478612,95.9%,dig
Norway,Lebanon,72.11144400,30.70158908,42.6%,dig
Denmark,Mali,47.92499300,29.40417685,61.4%,dig
Norway,Syrian Arab Republic,118.92641814,28.63570338,24.1%,dig
Italy,Ethiopia,41.56982363,27.62426187,78%,dig
Korea,Viet Nam,98.68062351,27.52582585,33.4%,dig
Norway,Afghanistan,103.88661133,27.41660757,26.4%,dig
Netherlands,Democratic Republic of the Congo,33.24263906,26.69441306,80.3%,dig
Sweden,South Sudan,38.22376180,26.13957532,68.4%,dig
Sweden,Ukraine,37.40822805,26.10846574,72.3%,dig
Sweden,Zambia,47.32939470,26.04936314,55%,dig
Sweden,Liberia,28.74378904,25.63884218,89.2%,dig
Sweden,Sudan,32.57645297,25.51982589,78.3%,dig
Poland,Belarus,39.11683175,25.44347367,65%,dig
Australia,Afghanistan,51.39378030,25.19610657,49.2%,dig
Netherlands,South Sudan,44.40891520,25.10998532,56.5%,dig
Italy,Mozambique,32.59896449,24.83733854,85%,dig
Ireland,Mozambique,31.70118343,24.36135105,79.4%,dig
Netherlands,Iraq,28.83901322,24.28408288,84.2%,dig
Australia,Timor-Leste,93.01925105,24.15891098,27.4%,dig
Canada,Democratic Republic of the Congo,76.65333130,24.08169036,31.4%,dig
Canada,Ethiopia,69.13462996,23.9102252,34.9%,dig
